user_id;variant;converted;session_duration_sec;device;traffic_source
U-1918;A;1;258;Mobile;Referral
U-1919;A;0;96;Web;Paid
U-1920;A;0;150;Web;Organic
U-1921;A;0;104;Mobile;Referral
U-1922;B;0;284;Mobile;Paid
U-1923;B;0;210;Web;Paid
U-1924;B;0;299;Mobile;Paid
U-1925;A;0;80;Web;Paid
U-1926;B;0;161;Web;Organic
U-1927;B;0;239;Web;Paid
U-1928;B;0;231;Mobile;Paid
U-1929;B;0;80;Web;Paid
U-1930;A;0;260;Mobile;Paid
U-1931;B;1;86;Mobile;Organic
U-1932;A;0;290;Web;Paid
U-1933;B;0;110;Mobile;Organic
U-1934;B;0;16;Web;Referral
U-1935;B;1;46;Mobile;Paid
U-1936;A;0;14;Web;Organic
U-1937;B;0;19;Mobile;Referral
U-1938;A;1;114;Mobile;Organic
U-1939;A;0;67;Mobile;Referral
U-1940;B;0;80;Mobile;Organic
U-1941;A;0;105;Mobile;Referral
U-1942;A;0;103;Mobile;Paid
U-1943;B;0;192;Mobile;Organic
U-1944;B;0;173;Mobile;Paid
U-1945;B;0;135;Mobile;Referral
U-1946;B;1;242;Mobile;Referral
U-1947;A;0;281;Web;Paid
U-1948;B;0;255;Web;Organic
U-1949;B;0;174;Web;Paid
U-1950;A;0;21;Mobile;Paid
U-1951;A;0;33;Web;Organic
U-1952;B;0;77;Mobile;Referral
U-1953;A;0;67;Mobile;Referral
U-1954;B;0;57;Mobile;Paid
U-1955;A;0;68;Web;Paid
U-1956;B;1;100;Mobile;Referral
U-1957;B;0;229;Mobile;Paid
U-1958;A;0;55;Mobile;Referral
U-1959;B;0;220;Web;Referral
U-1960;A;1;170;Web;Paid
U-1961;A;1;38;Mobile;Paid
U-1962;A;0;181;Web;Paid
U-1963;B;0;76;Mobile;Referral
U-1964;A;1;154;Web;Organic
U-1965;A;0;171;Web;Referral
U-1966;B;0;123;Web;Paid
U-1967;B;1;224;Web;Paid
U-1968;A;0;77;Mobile;Organic
U-1969;B;1;197;Web;Organic
U-1970;A;0;10;Web;Paid
U-1971;B;0;22;Web;Referral
U-1972;A;0;219;Mobile;Paid
U-1973;A;0;178;Web;Paid
U-1974;B;0;112;Mobile;Paid
U-1975;B;0;74;Web;Paid
U-1976;B;1;19;Web;Paid
U-1977;A;0;112;Mobile;Referral
U-1978;B;0;262;Web;Paid
U-1979;B;0;100;Web;Paid
U-1980;B;1;275;Mobile;Paid
U-1981;B;0;135;Web;Referral
U-1982;B;0;229;Web;Paid
U-1983;B;0;173;Mobile;Organic
U-1984;B;0;182;Web;Paid
U-1985;A;0;113;Web;Referral
U-1986;B;0;37;Web;Referral
U-1987;A;0;152;Web;Paid
U-1988;A;0;233;Mobile;Paid
U-1989;B;1;247;Mobile;Paid
U-1990;B;0;94;Web;Organic
U-1991;A;0;217;Web;Paid
U-1992;A;0;100;Web;Paid
U-1993;B;0;19;Mobile;Paid
U-1994;A;0;293;Web;Paid
U-1995;B;0;126;Mobile;Organic
U-1996;B;0;159;Web;Paid
U-1997;A;0;156;Web;Paid
U-1998;A;0;143;Mobile;Paid
U-1999;B;1;194;Mobile;Organic
U-2000;A;0;73;Mobile;Referral
U-2001;A;0;114;Mobile;Organic
U-2002;A;0;33;Web;Paid
U-2003;A;1;55;Web;Organic
U-2004;B;0;92;Mobile;Paid
U-2005;B;0;129;Mobile;Organic
U-2006;A;0;138;Mobile;Referral
U-2007;B;0;16;Mobile;Organic
U-2008;B;0;187;Mobile;Organic
U-2009;A;1;168;Web;Organic
U-2010;A;0;91;Mobile;Paid
U-2011;A;0;38;Mobile;Paid
U-2012;B;1;55;Mobile;Referral
U-2013;A;0;253;Web;Organic
U-2014;A;0;264;Mobile;Organic
U-2015;A;0;207;Web;Organic
U-2016;B;1;293;Web;Referral
U-2017;B;0;36;Mobile;Paid
U-2018;A;0;226;Web;Paid
U-2019;B;0;29;Mobile;Paid
U-2020;B;1;105;Web;Organic
U-2021;A;0;257;Web;Paid
U-2022;B;0;201;Mobile;Paid
U-2023;B;0;162;Web;Paid
U-2024;A;0;266;Mobile;Referral
U-2025;B;0;33;Web;Referral
U-2026;B;0;58;Mobile;Paid
U-2027;B;0;233;Mobile;Organic
U-2028;B;0;206;Web;Referral
U-2029;A;1;12;Mobile;Paid
U-2030;B;0;192;Mobile;Referral
U-2031;B;0;12;Mobile;Organic
U-2032;B;0;187;Web;Paid
U-2033;A;0;99;Web;Organic
U-2034;A;0;141;Mobile;Paid
U-2035;A;0;158;Mobile;Paid
U-2036;A;1;126;Mobile;Organic
U-2037;B;0;133;Mobile;Referral
U-2038;B;0;80;Mobile;Paid
U-2039;A;0;294;Mobile;Paid
U-2040;A;0;210;Mobile;Referral
U-2041;A;0;151;Mobile;Referral
U-2042;B;0;47;Web;Referral
U-2043;A;1;254;Mobile;Organic
U-2044;A;0;115;Web;Paid
U-2045;B;0;120;Mobile;Paid
U-2046;B;0;222;Mobile;Paid
U-2047;B;0;53;Mobile;Organic
U-2048;B;0;81;Web;Paid
U-2049;A;0;208;Mobile;Paid
U-2050;B;0;277;Mobile;Paid
U-2051;A;1;28;Mobile;Paid
U-2052;A;0;254;Mobile;Referral
U-2053;B;0;179;Web;Paid
U-2054;A;1;281;Mobile;Paid
U-2055;B;0;30;Mobile;Paid
U-2056;B;1;27;Mobile;Referral
U-2057;A;0;191;Web;Organic
U-2058;A;0;21;Web;Referral
U-2059;B;0;267;Mobile;Referral
U-2060;B;0;25;Mobile;Paid
U-2061;B;0;134;Mobile;Paid
U-2062;B;0;30;Mobile;Referral
U-2063;B;0;173;Mobile;Organic
U-2064;B;0;26;Web;Paid
U-2065;B;1;267;Mobile;Organic
U-2066;A;0;133;Mobile;Paid
U-2067;A;1;81;Mobile;Paid
U-2068;B;0;119;Mobile;Organic
U-2069;B;0;148;Mobile;Organic
U-2070;B;1;94;Mobile;Paid
U-2071;A;0;196;Mobile;Paid
U-2072;B;0;278;Mobile;Referral
U-2073;B;1;113;Web;Paid
U-2074;B;0;137;Mobile;Organic
U-2075;B;1;64;Web;Organic
U-2076;B;1;286;Web;Paid
U-2077;A;0;185;Web;Paid
U-2078;B;0;183;Web;Referral
U-2079;B;0;229;Mobile;Referral
U-2080;A;0;150;Mobile;Organic
U-2081;B;0;100;Mobile;Referral
U-2082;B;1;105;Mobile;Paid
U-2083;A;0;96;Mobile;Organic
U-2084;B;0;16;Web;Paid
U-2085;A;0;78;Web;Paid
U-2086;B;0;240;Mobile;Organic
U-2087;A;0;223;Mobile;Referral
U-2088;A;1;87;Mobile;Paid
U-2089;A;0;218;Mobile;Organic
U-2090;A;0;273;Mobile;Paid
U-2091;A;0;275;Mobile;Paid
U-2092;A;0;216;Mobile;Organic
U-2093;B;0;53;Web;Paid
U-2094;A;1;267;Web;Referral
U-2095;B;0;126;Mobile;Paid
U-2096;B;1;157;Mobile;Paid
U-2097;B;1;102;Web;Paid
U-2098;A;0;186;Web;Referral
U-2099;A;0;78;Web;Paid
U-2100;A;0;250;Mobile;Paid
U-2101;A;0;197;Web;Referral
U-2102;B;0;131;Mobile;Paid
U-2103;B;0;294;Mobile;Paid
U-2104;B;0;207;Web;Referral
U-2105;A;0;271;Web;Paid
U-2106;A;0;245;Mobile;Referral
U-2107;A;0;150;Mobile;Organic
U-2108;A;0;123;Mobile;Organic
U-2109;A;0;139;Web;Referral
U-2110;B;0;208;Mobile;Paid
U-2111;B;0;92;Web;Referral
U-2112;B;0;111;Web;Organic
U-2113;B;0;108;Web;Referral
U-2114;A;0;138;Web;Organic
U-2115;A;0;275;Mobile;Organic
U-2116;B;0;154;Web;Organic
U-2117;A;0;244;Web;Paid
U-2118;B;0;173;Mobile;Referral
U-2119;B;0;228;Web;Referral
U-2120;A;0;81;Web;Referral
U-2121;A;0;200;Web;Paid
U-2122;B;0;14;Web;Organic
U-2123;B;0;214;Mobile;Referral
U-2124;A;0;19;Mobile;Organic
U-2125;A;0;60;Mobile;Organic
U-2126;B;0;224;Mobile;Paid
U-2127;B;0;24;Web;Referral
U-2128;B;0;239;Mobile;Paid
U-2129;B;0;299;Web;Paid
U-2130;B;0;39;Mobile;Paid
U-2131;A;0;54;Mobile;Paid
U-2132;A;0;195;Web;Referral
U-2133;B;0;239;Mobile;Paid
U-2134;B;0;56;Mobile;Paid
U-2135;A;0;145;Mobile;Paid
U-2136;A;0;57;Mobile;Paid
U-2137;A;0;211;Mobile;Paid
U-2138;B;0;101;Web;Referral
U-2139;B;0;102;Mobile;Referral
U-2140;B;0;65;Mobile;Organic
U-2141;B;0;14;Mobile;Referral
U-2142;A;0;173;Mobile;Organic
U-2143;A;0;82;Web;Paid
U-2144;B;1;99;Mobile;Organic
U-2145;B;0;120;Mobile;Referral
U-2146;B;1;25;Web;Paid
U-2147;A;0;16;Web;Organic
U-2148;A;0;13;Web;Paid
U-2149;B;0;88;Web;Referral
U-2150;B;0;212;Web;Referral
U-2151;B;0;137;Web;Paid
U-2152;A;0;86;Mobile;Referral
U-2153;B;0;44;Mobile;Paid
U-2154;A;0;19;Web;Organic
U-2155;B;0;116;Mobile;Paid
U-2156;A;0;211;Web;Paid
U-2157;A;1;226;Web;Paid
U-2158;A;0;139;Mobile;Paid
U-2159;A;0;161;Web;Paid
U-2160;A;0;171;Mobile;Paid
U-2161;A;0;72;Mobile;Paid
U-2162;B;0;19;Mobile;Organic
U-2163;A;1;45;Web;Referral
U-2164;A;0;175;Web;Paid
U-2165;A;0;15;Mobile;Organic
U-2166;B;0;147;Web;Paid
U-2167;B;1;68;Mobile;Paid
U-2168;A;0;73;Web;Referral
U-2169;B;1;237;Mobile;Referral
U-2170;B;0;77;Web;Referral
U-2171;A;0;45;Web;Paid
U-2172;A;0;120;Mobile;Organic
U-2173;A;0;236;Mobile;Paid
U-2174;B;0;246;Web;Paid
U-2175;A;0;143;Web;Organic
U-2176;B;0;295;Web;Organic
U-2177;B;0;145;Web;Referral
U-2178;B;0;45;Mobile;Organic
U-2179;A;0;41;Mobile;Organic
U-2180;B;0;189;Web;Paid
U-2181;B;0;66;Mobile;Paid
U-2182;A;0;41;Mobile;Paid
U-2183;A;0;133;Mobile;Paid
U-2184;A;0;146;Mobile;Organic
U-2185;A;0;293;Mobile;Organic
U-2186;A;0;275;Web;Paid
U-2187;A;0;89;Web;Paid
U-2188;B;1;288;Mobile;Organic
U-2189;B;0;148;Mobile;Paid
U-2190;A;0;73;Web;Organic
U-2191;B;0;196;Web;Referral
U-2192;B;0;80;Mobile;Paid
U-2193;A;0;192;Mobile;Paid
U-2194;B;0;199;Mobile;Paid
U-2195;B;1;174;Mobile;Paid
U-2196;B;0;202;Web;Paid
U-2197;B;0;277;Mobile;Paid
U-2198;A;0;157;Mobile;Paid
U-2199;A;0;190;Mobile;Paid
U-2200;B;0;71;Web;Referral
U-2201;A;0;286;Web;Referral
U-2202;A;1;213;Web;Paid
U-2203;B;0;14;Mobile;Paid
U-2204;A;0;91;Mobile;Referral
U-2205;A;0;155;Web;Organic
U-2206;B;0;282;Web;Organic
U-2207;B;0;87;Mobile;Organic
U-2208;A;0;253;Mobile;Organic
U-2209;A;0;201;Mobile;Paid
U-2210;B;1;197;Web;Paid
U-2211;A;0;49;Web;Referral
U-2212;B;0;142;Mobile;Referral
U-2213;B;0;22;Web;Paid
U-2214;A;0;197;Web;Organic
U-2215;B;0;81;Web;Paid
U-2216;A;0;294;Web;Paid
U-2217;A;0;149;Mobile;Organic
U-2218;B;0;62;Web;Organic
U-2219;A;0;228;Mobile;Referral
U-2220;B;0;298;Mobile;Organic
U-2221;B;0;199;Web;Paid
U-2222;B;1;282;Mobile;Referral
U-2223;B;0;275;Mobile;Organic
U-2224;B;0;150;Web;Referral
U-2225;A;0;92;Mobile;Referral
U-2226;A;0;290;Mobile;Referral
U-2227;A;0;51;Web;Organic
U-2228;B;0;124;Mobile;Paid
U-2229;B;0;206;Web;Paid
U-2230;A;0;252;Web;Organic
U-2231;B;0;289;Mobile;Organic
U-2232;A;0;125;Mobile;Referral
U-2233;B;0;32;Mobile;Referral
U-2234;A;1;97;Mobile;Organic
U-2235;B;0;47;Web;Referral
U-2236;B;0;228;Web;Paid
U-2237;A;0;40;Mobile;Paid
U-2238;B;0;160;Mobile;Paid
U-2239;B;0;297;Mobile;Referral
U-2240;A;0;184;Mobile;Organic
U-2241;B;0;123;Web;Organic
U-2242;B;0;107;Mobile;Paid
U-2243;A;0;34;Web;Organic
U-2244;A;0;228;Web;Organic
U-2245;B;0;180;Mobile;Organic
U-2246;A;0;142;Web;Organic
U-2247;A;0;237;Web;Organic
U-2248;B;1;143;Web;Paid
U-2249;B;0;124;Mobile;Organic
U-2250;B;0;29;Web;Referral
U-2251;B;0;15;Mobile;Paid
U-2252;B;0;12;Mobile;Referral
U-2253;B;0;59;Web;Paid
U-2254;B;0;265;Web;Paid
U-2255;B;0;58;Web;Paid
U-2256;B;0;69;Web;Paid
U-2257;B;0;18;Mobile;Organic
U-2258;B;1;42;Web;Paid
U-2259;A;0;242;Mobile;Referral
U-2260;B;1;90;Web;Paid
U-2261;B;1;217;Mobile;Paid
U-2262;A;0;27;Mobile;Organic
U-2263;A;0;261;Web;Referral
U-2264;A;1;174;Mobile;Paid
U-2265;B;0;36;Mobile;Paid
U-2266;B;0;273;Web;Paid
U-2267;A;0;93;Mobile;Referral
U-2268;A;0;71;Web;Referral
U-2269;A;0;224;Mobile;Organic
U-2270;B;0;119;Web;Organic
U-2271;B;0;187;Mobile;Paid
U-2272;B;0;84;Mobile;Paid
U-2273;A;0;15;Mobile;Organic
U-2274;B;0;48;Web;Paid
U-2275;B;0;237;Mobile;Paid
U-2276;A;0;191;Web;Paid
U-2277;B;1;133;Mobile;Paid
U-2278;B;0;233;Web;Paid
U-2279;A;1;112;Web;Organic
U-2280;B;1;92;Mobile;Organic
U-2281;B;0;197;Mobile;Paid
U-2282;B;0;73;Mobile;Organic
U-2283;A;0;97;Mobile;Paid
U-2284;B;0;250;Web;Paid
U-2285;A;0;87;Mobile;Paid
U-2286;A;0;15;Mobile;Organic
U-2287;A;0;113;Web;Paid
U-2288;A;0;216;Mobile;Paid
U-2289;B;0;299;Mobile;Organic
U-2290;B;0;217;Web;Organic
U-2291;A;0;72;Mobile;Organic
U-2292;A;0;268;Web;Referral
U-2293;B;0;28;Mobile;Paid
U-2294;A;0;291;Web;Paid
U-2295;B;1;69;Mobile;Organic
U-2296;A;0;52;Web;Paid
U-2297;A;1;280;Mobile;Paid
U-2298;A;0;244;Web;Paid
U-2299;B;0;223;Web;Organic
U-2300;B;0;242;Mobile;Referral
U-2301;B;0;178;Web;Paid
U-2302;A;0;25;Web;Paid
U-2303;A;0;79;Mobile;Organic
U-2304;A;0;212;Web;Paid
U-2305;A;1;269;Mobile;Paid
U-2306;A;0;292;Web;Referral
U-2307;B;1;245;Mobile;Referral
U-2308;B;0;111;Mobile;Paid
U-2309;A;0;179;Mobile;Paid
U-2310;B;0;210;Mobile;Organic
U-2311;A;0;42;Mobile;Referral
U-2312;A;0;267;Mobile;Paid
U-2313;A;0;128;Mobile;Referral
U-2314;B;0;133;Web;Paid
U-2315;A;0;202;Mobile;Organic
U-2316;B;0;52;Web;Paid
U-2317;A;0;42;Mobile;Paid
U-2318;A;0;269;Mobile;Organic
U-2319;B;0;258;Mobile;Paid
U-2320;B;0;185;Mobile;Paid
U-2321;A;0;145;Web;Paid
U-2322;B;0;144;Mobile;Referral
U-2323;B;0;133;Mobile;Paid
U-2324;A;0;25;Web;Organic
U-2325;A;0;149;Web;Paid
U-2326;B;1;70;Web;Paid
U-2327;B;0;31;Web;Organic
U-2328;B;1;151;Web;Paid
U-2329;B;0;224;Mobile;Organic
U-2330;B;0;230;Mobile;Referral
U-2331;B;1;226;Mobile;Paid
U-2332;A;0;49;Mobile;Organic
U-2333;B;0;255;Mobile;Paid
U-2334;B;0;201;Web;Organic
U-2335;B;0;22;Web;Referral
U-2336;A;0;127;Web;Organic
U-2337;B;0;162;Mobile;Paid
U-2338;A;0;167;Web;Paid
U-2339;A;0;92;Mobile;Paid
U-2340;A;1;249;Web;Referral
U-2341;B;1;193;Mobile;Paid
U-2342;B;0;106;Web;Paid
U-2343;A;0;103;Mobile;Paid
U-2344;B;0;74;Web;Paid
U-2345;B;0;253;Web;Organic
U-2346;B;0;131;Web;Referral
U-2347;A;0;149;Mobile;Referral
U-2348;B;0;173;Web;Paid
U-2349;A;0;100;Mobile;Paid
U-2350;A;0;141;Mobile;Paid
U-2351;B;1;248;Web;Referral
U-2352;A;0;90;Mobile;Organic
U-2353;A;0;168;Mobile;Referral
U-2354;A;1;122;Web;Paid
U-2355;A;1;25;Mobile;Paid
U-2356;A;0;83;Web;Organic
U-2357;A;1;248;Mobile;Organic
U-2358;B;0;163;Mobile;Paid
U-2359;B;0;242;Web;Organic
U-2360;A;0;227;Mobile;Paid
U-2361;B;0;200;Mobile;Organic
U-2362;B;0;21;Mobile;Referral
U-2363;B;0;153;Web;Organic
U-2364;A;0;261;Web;Paid
U-2365;A;0;213;Web;Organic
U-2366;B;0;188;Mobile;Organic
U-2367;B;0;260;Mobile;Organic
U-2368;A;0;63;Mobile;Organic
U-2369;A;0;155;Web;Referral
U-2370;B;0;225;Mobile;Referral
U-2371;B;0;288;Mobile;Paid
U-2372;A;1;23;Mobile;Organic
U-2373;A;0;203;Mobile;Organic
U-2374;A;0;294;Mobile;Organic
U-2375;A;0;163;Mobile;Referral
U-2376;B;1;287;Web;Organic
U-2377;A;0;207;Mobile;Organic
U-2378;A;0;213;Mobile;Organic
U-2379;B;0;226;Web;Paid
U-2380;A;0;242;Web;Paid
U-2381;B;1;33;Mobile;Paid
U-2382;A;0;280;Mobile;Organic
U-2383;B;0;295;Mobile;Referral
U-2384;B;0;140;Web;Paid
U-2385;B;0;38;Web;Paid
U-2386;A;0;201;Mobile;Referral
U-2387;A;0;260;Web;Referral
U-2388;A;0;285;Mobile;Paid
U-2389;B;1;178;Mobile;Paid
U-2390;B;0;106;Web;Paid
U-2391;B;0;32;Mobile;Referral
U-2392;A;0;221;Web;Paid
U-2393;A;0;257;Web;Paid
U-2394;B;0;72;Mobile;Paid
U-2395;B;0;227;Web;Organic
U-2396;A;0;233;Mobile;Organic
U-2397;B;0;68;Web;Organic
U-2398;A;0;245;Mobile;Organic
U-2399;A;0;270;Web;Paid
U-2400;B;0;55;Mobile;Paid
U-2401;A;1;294;Mobile;Paid
U-2402;B;0;185;Mobile;Organic
U-2403;A;0;276;Web;Referral
U-2404;B;0;196;Web;Paid
U-2405;B;0;113;Web;Paid
U-2406;A;0;73;Web;Paid
U-2407;B;0;194;Mobile;Paid
U-2408;B;0;46;Web;Organic
U-2409;A;0;152;Mobile;Organic
U-2410;A;1;284;Web;Organic
U-2411;A;0;172;Mobile;Organic
U-2412;B;0;24;Mobile;Referral
U-2413;A;0;50;Mobile;Paid
U-2414;B;0;151;Web;Organic
U-2415;B;0;153;Web;Referral
U-2416;A;0;246;Mobile;Organic
U-2417;B;0;287;Mobile;Referral
U-2418;B;0;77;Mobile;Referral
U-2419;A;0;91;Mobile;Organic
U-2420;A;0;283;Web;Referral
U-2421;A;0;225;Web;Organic
U-2422;B;0;223;Web;Paid
U-2423;B;1;279;Web;Referral
U-2424;A;0;224;Mobile;Paid
U-2425;B;0;155;Mobile;Paid
U-2426;A;0;75;Web;Organic
U-2427;A;0;85;Mobile;Paid
U-2428;B;0;126;Web;Paid
U-2429;A;0;36;Web;Organic
U-2430;B;0;87;Mobile;Organic
U-2431;B;0;212;Web;Paid
U-2432;A;0;114;Mobile;Paid
U-2433;B;0;213;Mobile;Paid
U-2434;B;0;129;Mobile;Paid
U-2435;B;0;261;Mobile;Organic
U-2436;B;0;39;Web;Paid
U-2437;B;1;284;Web;Paid
U-2438;A;0;207;Web;Referral
U-2439;A;1;210;Web;Referral
U-2440;A;0;223;Mobile;Organic
U-2441;B;1;129;Web;Referral
U-2442;A;0;89;Web;Paid
U-2443;B;0;216;Web;Organic
U-2444;A;0;92;Mobile;Paid
U-2445;A;0;268;Web;Paid
U-2446;A;0;225;Web;Organic
U-2447;B;0;143;Web;Paid
U-2448;A;0;284;Mobile;Referral
U-2449;A;0;122;Mobile;Paid
U-2450;B;0;286;Mobile;Paid
U-2451;A;0;261;Mobile;Organic
U-2452;A;0;165;Mobile;Paid
U-2453;A;0;62;Web;Organic
U-2454;A;0;12;Web;Paid
U-2455;B;0;298;Web;Paid
U-2456;A;1;229;Mobile;Paid
U-2457;A;0;117;Mobile;Paid
U-2458;A;0;83;Mobile;Paid
U-2459;B;0;244;Web;Paid
U-2460;A;1;236;Mobile;Paid
U-2461;B;0;32;Mobile;Referral
U-2462;A;0;130;Mobile;Referral
U-2463;B;0;276;Web;Organic
U-2464;A;0;79;Mobile;Organic
U-2465;B;0;16;Web;Referral
U-2466;B;0;125;Mobile;Paid
U-2467;A;0;87;Web;Organic
U-2468;A;1;106;Mobile;Organic
U-2469;B;0;284;Web;Paid
U-2470;B;1;57;Mobile;Paid
U-2471;B;0;33;Mobile;Paid
U-2472;A;0;192;Mobile;Organic
U-2473;A;0;190;Web;Organic
U-2474;A;0;22;Mobile;Referral
U-2475;B;0;18;Mobile;Organic
U-2476;B;0;240;Mobile;Organic
U-2477;A;0;92;Mobile;Paid
U-2478;B;0;150;Mobile;Paid
U-2479;A;1;290;Mobile;Paid
U-2480;A;0;49;Mobile;Referral
U-2481;B;0;36;Mobile;Referral
U-2482;B;0;53;Mobile;Paid
U-2483;B;0;62;Web;Organic
U-2484;A;0;109;Web;Paid
U-2485;A;0;48;Web;Referral
U-2486;B;0;166;Mobile;Paid
U-2487;B;0;116;Web;Referral
U-2488;B;0;286;Mobile;Organic
U-2489;B;0;234;Mobile;Organic
U-2490;B;1;203;Web;Referral
U-2491;B;0;130;Web;Paid
U-2492;B;1;70;Web;Paid
U-2493;B;0;164;Web;Paid
U-2494;A;1;148;Web;Paid
U-2495;A;0;280;Mobile;Paid
U-2496;B;0;273;Web;Organic
U-2497;B;0;70;Web;Paid
U-2498;B;0;250;Mobile;Paid
U-2499;A;0;127;Web;Organic
U-2500;B;0;108;Web;Paid
U-2501;A;0;289;Mobile;Organic
U-2502;B;0;170;Mobile;Paid
U-2503;B;0;76;Web;Paid
U-2504;A;0;232;Mobile;Paid
U-2505;B;0;231;Web;Organic
U-2506;B;0;108;Mobile;Paid
U-2507;A;1;57;Web;Paid
U-2508;A;1;94;Mobile;Paid
U-2509;A;0;52;Web;Referral
U-2510;B;0;186;Mobile;Referral
U-2511;A;0;198;Web;Paid
U-2512;B;1;206;Mobile;Paid
U-2513;B;0;87;Web;Organic
U-2514;A;0;24;Web;Paid
U-2515;A;0;64;Mobile;Paid
U-2516;B;0;51;Web;Organic
U-2517;A;0;188;Web;Organic
U-2518;B;0;109;Mobile;Paid
U-2519;B;1;270;Web;Paid
U-2520;B;1;80;Mobile;Organic
U-2521;B;0;138;Mobile;Referral
U-2522;A;0;118;Mobile;Paid
U-2523;A;0;192;Mobile;Organic
U-2524;B;0;56;Mobile;Referral
U-2525;A;0;71;Mobile;Paid
U-2526;B;0;36;Mobile;Paid
U-2527;B;0;153;Web;Paid
U-2528;B;1;190;Mobile;Referral
U-2529;B;0;119;Mobile;Paid
U-2530;A;0;205;Web;Organic
U-2531;A;0;109;Mobile;Paid
U-2532;B;0;60;Mobile;Referral
U-2533;A;0;258;Mobile;Organic
U-2534;A;0;61;Mobile;Paid
U-2535;A;0;227;Mobile;Organic
U-2536;A;0;104;Mobile;Paid
U-2537;A;0;231;Mobile;Paid
U-2538;A;0;29;Mobile;Organic
U-2539;A;1;41;Web;Paid
U-2540;A;0;22;Web;Organic
U-2541;B;0;175;Mobile;Referral
U-2542;B;0;282;Mobile;Referral
U-2543;A;0;41;Web;Organic
U-2544;B;1;25;Web;Referral
U-2545;B;0;218;Web;Organic
U-2546;A;0;130;Mobile;Organic
U-2547;B;0;164;Mobile;Paid
U-2548;B;0;61;Mobile;Paid
U-2549;A;0;250;Mobile;Paid
U-2550;B;0;119;Web;Organic
U-2551;A;1;222;Mobile;Paid
U-2552;B;0;92;Mobile;Organic
U-2553;A;0;173;Mobile;Referral
U-2554;B;0;55;Web;Organic
U-2555;A;0;254;Mobile;Organic
U-2556;A;0;218;Web;Referral
U-2557;B;0;49;Mobile;Referral
U-2558;A;1;114;Mobile;Paid
U-2559;A;0;198;Web;Paid
U-2560;A;0;230;Mobile;Paid
U-2561;A;1;186;Mobile;Organic
U-2562;A;0;58;Web;Organic
U-2563;B;0;286;Mobile;Paid
U-2564;B;0;149;Mobile;Paid
U-2565;B;0;179;Mobile;Organic
U-2566;B;0;11;Mobile;Organic
U-2567;B;1;283;Web;Paid
U-2568;A;0;196;Web;Paid
U-2569;A;0;60;Web;Referral
U-2570;A;0;284;Mobile;Paid
U-2571;A;0;192;Mobile;Paid
U-2572;B;1;80;Web;Paid
U-2573;A;0;274;Mobile;Paid
U-2574;B;1;75;Mobile;Referral
U-2575;A;0;292;Mobile;Paid
U-2576;B;0;126;Mobile;Paid
U-2577;A;0;187;Mobile;Paid
U-2578;A;0;149;Web;Paid
U-2579;A;1;69;Mobile;Referral
U-2580;A;0;249;Mobile;Referral
U-2581;B;0;119;Mobile;Paid
U-2582;A;0;259;Web;Organic
U-2583;A;0;94;Mobile;Referral
U-2584;B;0;148;Web;Referral
U-2585;B;0;190;Mobile;Organic
U-2586;A;0;278;Mobile;Organic
U-2587;A;0;39;Mobile;Referral
U-2588;B;0;58;Mobile;Organic
U-2589;A;1;194;Mobile;Organic
U-2590;A;0;292;Web;Referral
U-2591;B;0;171;Web;Paid
U-2592;A;1;18;Mobile;Referral
U-2593;B;0;93;Mobile;Paid
U-2594;A;0;291;Web;Paid
U-2595;B;0;273;Mobile;Paid
U-2596;A;0;221;Web;Referral
U-2597;A;1;187;Web;Organic
U-2598;B;1;128;Web;Referral
U-2599;B;0;58;Mobile;Referral
U-2600;A;0;161;Web;Paid
U-2601;A;1;102;Mobile;Paid
U-2602;A;0;26;Web;Paid
U-2603;A;0;295;Mobile;Paid
U-2604;B;0;165;Mobile;Organic
U-2605;A;0;26;Mobile;Organic
U-2606;B;0;189;Web;Organic
U-2607;B;0;70;Mobile;Paid
U-2608;A;0;270;Mobile;Paid
U-2609;B;0;94;Web;Paid
U-2610;B;0;89;Web;Paid
U-2611;B;0;245;Web;Organic
U-2612;A;0;188;Web;Paid
U-2613;A;0;66;Mobile;Referral
U-2614;B;1;68;Web;Paid
U-2615;A;1;79;Web;Paid
U-2616;A;0;41;Mobile;Organic
U-2617;A;0;38;Mobile;Paid
U-2618;A;0;53;Mobile;Paid
U-2619;B;0;132;Web;Organic
U-2620;A;0;230;Web;Organic
U-2621;B;0;218;Mobile;Organic
U-2622;A;1;284;Web;Paid
U-2623;A;0;24;Web;Paid
U-2624;A;0;299;Mobile;Paid
U-2625;A;1;240;Mobile;Paid
U-2626;B;0;251;Mobile;Organic
U-2627;A;0;248;Mobile;Organic
U-2628;A;0;96;Web;Organic
U-2629;A;0;268;Mobile;Paid
U-2630;B;0;123;Mobile;Paid
U-2631;B;0;138;Mobile;Organic
U-2632;B;1;256;Mobile;Paid
U-2633;B;0;212;Web;Paid
U-2634;B;0;117;Mobile;Referral
U-2635;A;0;181;Mobile;Paid
U-2636;B;1;250;Mobile;Referral
U-2637;A;0;81;Web;Paid
U-2638;B;0;161;Web;Referral
U-2639;A;0;44;Mobile;Paid
U-2640;A;0;34;Mobile;Referral
U-2641;B;0;254;Mobile;Referral
U-2642;B;0;102;Mobile;Organic
U-2643;A;0;54;Mobile;Paid
U-2644;B;0;290;Mobile;Paid
U-2645;B;1;73;Web;Organic
U-2646;A;1;257;Mobile;Paid
